file_name,transcription
2967836.wav,"Alô, alô, boa tarde. Falo do senhor Bruno Xavier. Isso Bruno me chamo Beatriz, falo da Totus. Tudo bem, Tudo joia. Que bom! Bruno seria ainda a responsável pelo sistema na Civil Construtora Ltda. Sim. Perfeito senhor Bruno, Meu contato, ele é bem rápido e simples, porém importante. Eu preciso saber somente como está a experiência, a satisfação de vocês. Tá. Esse acompanhamento é feito pelo método de NPS. Então o senhor avalia somente de 0 a 10. A marca em alguns pontos específicos dura dois minutinhos. Tudo bem, tudo bem. Só confirmando o CNPJ da empresa. Pra iniciarmos é O15120108000 contra nove cinco ok? Isso o e-mail do senhor continua. Bruno arroba civil ponto com ponto br. Isso. Obrigada pela confirmação senhor Bruno. Numa escala de 0 a 10, qual a probabilidade da senhora recomendar a TOTVS a um amigo ou colega hoje, na visão que você tem zero. Por quê? Teria algum comentário, Algum ponto que gostaria de anexar sobre a nota porque hoje a gente tá no Cloud da Totvs e é a pior experiência possível que a gente tem. Então, por conta disso, tá muito satisfeito com o Cláudio. Está sendo a pior experiência possível. Possível. Tanto que a gente está fazendo a migração amanhã. Tá saindo do Cláudio, da Totvs, porque realmente o serviço é muito ruim. Claudio Tá, e qual o sistema que vocês utilizam? RM Fluig? Porque é horrível, tá? O sistema que utilizamos. Algo mais. Não é fluig, né? Isso tá. Então a insatisfação do senhor hoje é por conta do Claudio isso tá bom. Algo mais? Não, né não? Tá bom. Então pra gente aprofundar um pouquinho mais na melhoria da jornada, agora vou falar alguns pontos específicos e peço que o senhor avalie também somente de 0 a 10, caso tenha contato. Tá falando do suporte técnico. Como o senhor avalia a agilidade nos processos de suporte hoje? Zero Ah, tá falando em relação ao atendimento dos agentes do suporte, né? Também zero zero. Tá falando em relação ao comercial? O atendimento do executivo de vendas de vocês é comercial? Não tenho o que me queixar. Não dá nota dez, tá? Em relação aos custos e valores dos produtos contratados, sim, caro pra caramba. Bota a nota zero aí também. Muito caro tá? Atendimento do financeiro referente a boleto, as negociações caso precisem. Como o senhor avalia? Funciona? Sim. Nota dez a satisfação com a implantação do software. O senhor participou da implantação? Não. Já tem tempo, tá? Hoje o sistema. Ele está entregando o benefício que a empresa precisa e entrega totalmente, parcialmente ou não entrega. Entrega parcialmente. Como foi a experiência do senhor com a atualização do software? De 0 a 10? Também. A atualização do sistema, né? Vocês já atualizaram? Ainda não. Na verdade, até uma coisa que a gente acabou de ver aqui que vai ser descontinuado o Delphi. Se isso realmente acontecer, é uma perspectiva da gente sair do RM, da Totvs, porque a gente tem não sei quantas centenas de relatórios e vocês descontinuar. Assim vai ser para a gente realmente sair. Não faz sentido isso Ah, tá. Então o senhor avalia, enquanto de 0 a 10 as atualizações. E isso eu não tenho como avaliar agora, porque se realmente for verdade, essa descontinuidade do dev vai ser -10, -100, aliás. Tá. Então tá bom. Pra gente finalizar, peço que o senhor avalie também de zero a dez o atendimento realizado pela Ilhéus, a unidade responsável aí por vocês. Funciona bem. Funciona da nota dez, tá? São essas as perguntas do senhor. Tem mais algum comentário final? Mais algum ponto? Não, não tá, senhor Bruno? Esse acompanhamento ele ocorre no período de seis meses a um ano. Tá passando o período. Retornaremos o contato, porém, com essa insatisfação que o senhor me trouxe. O senhor aceita receber uma ligação das áreas responsáveis pra tratar esse item? Na verdade, assim, eu já falei com todo mundo do Cloud. Nunca, nunca foi resolvido. Aí, agora, como está saindo, não me interesso mais em receber não. Tá bom então, senhor Bruno, eu agradeço. Então, ótima tarde. Bom trabalho. Tchau Tchau."
2967044.wav,"Alessandra. Bom dia! Bom dia! Meu nome é Viviane, eu falo aqui da Totvs Matriz. Tudo bem? Tudo bem? Eu gostaria, por favor, de falar com o Marcelo Salomão. Repete para mim de onde você fala? Viviane Eu falo da Totvs. Soletra pra mim. Totvs t o d vs. Só isso. Só um instantinho, por favor. Tá bom? Obrigada. Nada Alô, Alô, bom dia! Oi bom dia! Meu nome é Viviane e eu falo aqui da Matriz. Tudo bem? Tudo. E você? Tudo bem também? Obrigada. Eu falo com Marcelo. Sim, Marcelo, eu estou entrando em contato com você para a gente fazer um rápido acompanhamento em relação à marca Totvs que vocês utilizam hoje na empresa aí no seu departamento. Você teria dois minutinhos para falar comigo? Isso na realidade. Aí vocês vão ter que falar com o Daniel, que é o dono da escola. Não seria comigo. Entendi. Mas você não faz a utilização do Totvs na empresa? Isso aí é só com o Daniel. Entendi. Ele se encontra isso. No momento ele não está. Você deu uma ligadinha tarde. Talvez você consegue falar com ele. Tá bom, então eu retorno."
2966091.wav,"Eliane. Bom dia! Bom dia Ana. Meu nome é Lilia, eu falo da empresa TOTVS. Eu estou ligando para o condomínio Prêmio Porto Alegre, isso é certo? Eu sou da TOTVS. Eu precisava falar com algum gerente ou coordenador ou na Controladoria para fazer uma avaliação do sistema da Totvs. Tá? Qual é seu nome mesmo? Tá, eu vou te passar para o nosso gerente, tá? Só um momento, tá bem? Obrigada. Bem vindo a Intercity. Em breve você será atendido. Toda viagem tem um começo. Uma história é seu hotel para contar. Na Intercity você faz parte de uma experiência única, seja onde estiver. Com muitas facilidades, conforto e segurança, sempre. Visite nosso site Intercity Hoteis.com Ponto BR e descubra nossos hotéis Intercity Hotels. A gente se encontra aqui Gerência Marco Bom dia! Oi Marcos, bom dia! Meu nome é Lilian, eu falo da TOC. Tudo bem? Tudo já entrou em ordem? Que ótimo! Sou do departamento Voz do Cliente da Totvs Matriz. Estou entrando em contato com todas as redes de hotéis e condomínio da Intercity para fazer o NPS. Tem dois minutos. O que seria isso? É uma manifestação de satisfação? Ah, tá. Perfeito. Pode falar. Desculpe. É Márcio e Marcos. Marco. Marco Aurélio. Marcos. Vou confirmar primeiro o final do CNPJ. Do que eu estou ligando é o 1000 contra 30 do condomínio. Peraí. Sinal que a gente tem contrato em várias CNPJ. É isso mesmo? Ok. Iniciando. Oi, Pode falar. Iniciando de uma escala de 0 a 10, qual a probabilidade do senhor recomendar a marca Totvs a alguém hoje? No geral Eu sempre trabalhei com quem eu gosto. Então. Dez, Acho que esse é o nosso conseguir responder. A gente sabe que é mais a matriz da Intercity que fala com a gente. Tá aí só pular. Suporte técnico Uma nota para agilidade nos processos dos tickets. Dificilmente a gente aciona vocês direto. Normalmente a matriz consegue avaliar a sua satisfação referente aos valores dos produtos contratados. Aí nesse condomínio matriz, também a implantação. Se o senhor participou do processo, uma nota não participei, certo? O software que vocês estão usando, ele está atendendo a necessidade da empresa total, parcial ou não atende, Não atende? Eu sinto falta do módulo de eventos, tá? Porque aqui na Intercity não tem o módulo de eventos. Eu sou acostumado a usar o módulo de eventos em outros hotéis que eu trabalhei, então eu sinto falta dele. É o sistema que a gente usa da nuvem. É muito ruim. Minha opinião é esse cloud que a gente usa, que é o que é um. Sei lá, nem sei o nome disso aqui, Quer um quer. Acho que interno, não. Sorte da Cláudia, né? Não sei. Eu sou mais tipo, já usei mds, já usei o de vocês e é melhor cai menos, precisa ter que ficar entrando toda hora. Muito menos é mais estável né? Mas esse Claudia é da Totvs? Acho que não. Eu acho que ele é da Até que. Claudia Meraki usa Meraki? Eu acho o nome, sei lá. E qual opção eu coloco que atende total ou parcial? Que falta um módulo de eventos né? Que eu coloquei aqui um parcial parcial, uma nota pras atualizações que ocorrem nele. Um pode botar oito. Oito E a última pergunta pra avaliar a unidade cm dez cm. Mas o que é a unidade TOTVS que presta serviços pra vocês quando precisa, tá? A gente não tem contato, não tem muito como avaliar. Aqui na Intercity eu não. A gente não acionou vocês. A gente sempre aciona o pessoal do TI, o pessoal do TI que faz ponte, né? Então tá bom. Certo. Além dessa observação, tem outra não só isso que eu sinto falta no módulo de eventos. Eu acho que aqui no Cloud nós tem muita versão do VHF. Tipo, mas aqui eu acho que a cloud nossa aqui não são vocês que não é, são vocês que é. Eu não localizei o Cláudio aqui no cadastro. Então eu acho que a gente que controla o Cloud, então não tem nada a ver com vocês. E o e-mail que eu tenho aqui é o ADM lá. Não, não pode colocar o meu. Se quiser pode falar. Marco. Marco Costa arroba Intercity Hoteis.com. BR. Com. BR Tá bom. Obrigada Então senhor Marcos, pela atenção. Ano que vem te retorna o contato de novo. Uma ótima. Um ótimo dia. Tchau. Tchau. Bom dia. Tchau. Tchau."
2966138.wav,"Você ligou para cabo grafite? Digite o ramal desejado ou dois. Vendas. Três Compras. Quatro. Financeiro. Cinco. Departamento Técnico. Ou aguarde. Grafite. Bom dia, Ana. Bom dia, Ana Beatriz da Tato falando. Gostaria de falar com o responsável pelo sistema. Seria o sr. Diogo Abrantes? Vou transferir. Obrigado. BR e conheça o que a cabo Grafite faz. Responsabilidade social se faz presente na cabo Grafite Acesse o site www. Ponto projeto água ponto org ponto br e conheça uma de nossas ações sociais e como podemos juntos melhorar a nossa qualidade de vida e preservar o meio ambiente, promovendo a conscientização, a racionalização e a recuperação dos recursos hídricos. Faça parte desta realidade. É por isso que se pode afirmar que a cabo Grafite está sempre olhando para o futuro, criando soluções no presente. Cabo Grafite. Agradecemos a."
2965853.wav,"Alô, Alô, Bom dia, Lília da empresa Totvs. Eu falo com Thiago Monteiro. Isso. Tudo bem. Tudo ótimo. O senhor é o TI da empresa de pavimentação? Isso. Certo, senhor Thiago, Eu sou do departamento Voz do Cliente da Totvs. Estou ligando para fazer o NPS, que é uma avaliação geral e anual. Tem dois minutos. Ok, só vou confirmar também o final do CNPJ e o 1000 contra 58. Isso, Isso. Ok. Iniciando as questões Não souber, só pular. Se quiser justificar, fique à vontade. De uma escala de 0 a 10, qual a probabilidade do senhor recomendar a marca Totvs a alguém hoje? No geral? Dez. Suporte técnico Uma nota para a agilidade nos processos. Oito. Oito Isso. Atendimento também do suporte para avaliar o atendimento em si dos agentes. Oito. Oito Atendimento do Comercial Executivo de Vendas. Dez. Dez Custos e os valores dos produtos contratados? Oito. Oito Atendimento administrativo e financeiro. Sete. Sete. Mais três perguntas. O programa que vocês estão usando atende a necessidade da empresa? Total, parcial ou não atende total? Uma nota para as atualizações. Dez. Dez e última pergunta para avaliar a unidade TOTVS de Jundiaí. Dez. Contato. Dez. Ok. Gostaria de comentar, Deixar alguma reclamação ou sugestão? Algum ponto? Não. Tranquilo. Tranquilo. Então tá bem. Pesquisa finalizada. O ano que vem a gente retorna o contato novamente. Obrigada e tenha uma ótima sexta. Obrigado igualmente. Tchau, tchau, tchau, tchau."
2967070.wav,"Bom dia! Bom dia! Meu nome é Viviane, eu falo aqui da Totvs Matriz. Tudo bem? Oi Viviane, que posso te ajudar? Eu gostaria, por favor, de falar com o Gleison. Só um minuto. Viviane Tudo bem? Alô, bom dia! Meu nome é Viviane, Eu falo aqui da Totvs Matriz. Tudo bem? Tudo bem, Viviane? Tudo bem, Eu falo com Clayson. Isso. Clayson Eu estou entrando em contato com você para a gente fazer um rápido acompanhamento em relação à marca TOTVS que vocês utilizam hoje na empresa e no seu departamento. Você teria dois minutinhos para falar comigo? Sim, claro. Certo, Eu só vou fazer algumas confirmações por questões de segurança. O seu nome completo é Clayson Aparecido Brito e atualmente, Hoje o senhor é um dos responsáveis que faz a utilização do TOTVS na empresa né? Correto. O e-mail continua sendo o Gleison arroba br. Isso. Certo. Obrigada pelas confirmações. Iniciando a nossa avaliação, ela é uma avaliação bem rápida, numa escala de 0 a 10, qual a probabilidade do senhor recomendar a Totvs a um amigo ou colega hoje? Dez. Certo, Gostaria de me informar sobre o motivo da sua nota ou não? É o seguinte a minha nota foi por conta do software. Certo? Isso se quiser também dar alguma sugestão de melhoria. O que você acha que pode melhorar, não é? A gente super atende, atende nossa necessidade aqui no financeiro. Uhum. Em questão de emissão de nota também é super útil. Funciona super bem. Certo. Certo. Eu vou fazer agora algumas perguntas direcionadas aonde você vai me responder a nota de 0 a 10? Não precisa falar o motivo da sua nota e também não precisa responder caso você não tenha o contato direto com a área, tudo bem. Bom, em relação a agilidade nos processos do suporte técnico, uma nota de 0 a 10. Nove. Certo Em relação ao atendimento do agente do suporte técnico Certo A sua satisfação com o custo dos produtos contratados é cinco. Certo. Atendimento do Administrativo financeiro da Totvs. Certo. O atendimento do Executivo de vendas Certo é a sua satisfação com a implantação do software, caso você tenha participado. Dez. Certo. Você acha que hoje o produto da Totvs entrega o benefício esperado pela empresa ou pelo seu departamento? Tem a opção de entrega total, parcial ou não entrega? Total certo também. De 0 a 10, Como que foi a sua experiência com a última atualização do software? Caso vocês tenham feito essa atualização de 0 a 10? Dez. Certo. É a última nota, Gleison que seria em relação a Unidade Total São Paulo, que faz atendimento com vocês hoje, de 0 a 10, como você avalia caso tenha contato? Eu não tenho contato, mas dez. Certo, De tudo isso que eu lhe perguntei, você gostaria de acrescentar algum ponto? No momento, não. Tá ótimo. Certo. Certo. No caso, nós estamos entrando em contato mesmo realizando esse acompanhamento, justamente para termos as nossas melhorias contínuas num prazo de seis meses a um ano. Nós iremos retornar o contato com você e verificar se teve alguma alteração na sua nota. Tudo bem? Tá legal. Você ficou com alguma dúvida? Não, Nenhuma. Tá bom então. Cleiton, muito obrigada pela sua participação e tenha um ótimo dia, um bom final de semana. Obrigada, tchau, tchau"
2966771.wav,"Seja bem vindo ao Grupo Rocha. Nosso menu de atendimento mudou. Digite o ramal desejado ou três para departamento comercial. Se você é cliente deseja efetuar um pagamento, digite quatro. Se você é fornecedor e deseja tratar de um assunto financeiro, digite cinco. Se você é fornecedor e deseja falar no nosso departamento de compras, digite seis. Para outros assuntos, aguarde para ser atendido. O Grupo Rocha agradece a sua ligação"
2965622.wav,"Agnes. Bom dia, Agnes. Beatriz, Eu gostaria de falar com o responsável pelo sistema no. Buriti não existe no hotel Praia no hotel. Isso condomínio para mim é a parte service, correto isso? Quem tá falando? Meu nome é Beatriz, falou da Totvs. Eu gostaria de falar com o responsável do TI ou do administrativo que utiliza o sistema. Eu não tenho contato dele, infelizmente. Tá, mas tem alguém do administrativo que eu consiga falar. Só um minuto. Beatriz Isso Lucimar. Bom dia! Bom dia senhora Lucimar. Beatriz da Tati. Tudo bem? Tudo bem? Você está bem? Obrigada. A senhora seria a Lacy Vilela? Sim. Perfeito, senhora Lucimar. Eu falo da Totvs da parte da experiência do cliente, tá? É meu contato. Ele é bem rápido, é simples, porém é importante só pra gente saber como tá aí a experiência, a percepção de vocês. A senhora seria a responsável pelo financeiro? Eu sou a gerente administrativo administrativa. Perfeito. A senhora utiliza o sistema então, né? Sim, perfeito. A senhora Lucimar é dois minutinhos no máximo, tá? Esse contato ele é feito pelo método de NPS, então a senhora vai avaliar de 0 a 10. A marca tem alguns pontos específicos que ocorrem com vocês. Tudo bem, tudo bem. Só confirmando o CNPJ da empresa é O13462226000 contra cinco seis. Ok? Isso o e-mail da senhora do finanças um ponto Rio Verde arroba infinite hotels.com ponto br Ainda não. Mais Qual seria agora? Administrativo Sim. Arroba prime hotel RV. Arroba prime hotel rv praia hotel rv ponto com.br ponto com ponto br. Perfeito. Atualizei aqui. Muito obrigada senhora Alice Marinho. Iniciando então numa escala de 0 a 10, qual a probabilidade da senhora recomendar a TOTVS a um amigo ou colega hoje? Nove Tem algum comentário, Algum ponto que gostaria de anexar sobre a nota? Não tem. Então, pra gente aprofundar um pouquinho mais na melhoria, agora vou falar alguns pontos específicos e peço que a senhora avalie também somente de 0 a 10, caso tenha contato. Se não tiver, não precisa avaliar. Falando do suporte técnico, como a senhora avalia agilidade nos processos do suporte? 7,5 oito. A gente não trabalha com números quebrados, tá? Era dez. Tá oito, tá bom. Tô falando do atendimento dos agentes do suporte, né? Os analistas em geral, sim, De 0 a 10. Quanto? Oito Falando do atendimento do comercial referente ao executivo de vendas de vocês. Nove Em relação aos custos e valores dos produtos contratados. Sete Atendimento do financeiro referente a boletos e negociações. Nove Em relação a satisfação com a implantação do software, a senhora participou da implantação? Sim. Como foi para a senhora de 0 a 10? Nove Hoje o sistema lhe entrega o benefício que vocês precisam e entrega totalmente, parcialmente ou não Entrega totalmente. Como foi a experiência da senhora com a atualização do software? De 0 a 10 também. Oito Para finalizar, peço que a senhora avalie também de 0 a 10 atendimento realizado pela Semana de Soluções da Unidade responsável aí por vocês. Sete A essas duas perguntas a senhora tem algum comentário final? Não. Teria alguma empresa que gostaria de indicar para a gente? A senhora lá em cima não conheço. Tá bom. Esse contato ele ocorre no período de seis meses a um ano. Tá passando um período. Retornaremos o contato. Tenha um ótimo dia e bom trabalho para vocês também. Tchau, Tchau. Obrigada."
2967978.wav,"Ola boa tarde fala pra. Ele me chamo Beatriz falo da totus tudo bem? Tudo bem? Que bom senhor Romulo, O senhor seria responsável ainda pelo sistema na empresa CNA Companhia de Navegação da Amazônia e todos os portos de Manaus? O São Paulo Matriz São Paulo. Sim ta senhor Rômulo, meu contato ele é bem rápido e simples. Eu preciso fazer só um acompanhamento pra saber como tá a experiência, a satisfação de vocês, tá? Esse acompanhamento ele é feito pelo método de NPS. Então o senhor avalia somente de 0A10A marca Totem, alguns pontos específicos. Dura dois minutinhos. Tudo bem, ok. Só confirmando o CNPJ da empresa zero quatro 562 559.000 contra meia meio ok? Correto. O email do senhor continua Rômulo Fernandes arroba cna Amazon.com.br BR. Perfeita. Obrigada pela confirmação, senhor Rômulo. Numa escala de 0 a 10, qual a probabilidade do senhor recomendar a TOTVS a um amigo colega hoje, na visão que o senhor tem? Oito Tem algum comentário que o senhor gostaria de deixar sobre a nota ou algum ponto? Não. Não no momento. Então, para aprofundarmos um pouquinho mais na melhoria, agora eu vou falar os pontos específicos e peço que o senhor avalie também somente 0 a 10, caso tenha contato. Tá falando do suporte? Como o senhor avalia agilidade nos processos do suporte hoje? Apesar de que eu não tenho vindo abrindo chamado, né? Mas eu acho que vocês tem um prazo, né? Então tá atendendo dentro do prazo, né? A não ser se for alguma coisa bem específica que requer alguma coisa mesmo de vocês ligarem ou até mesmo de um consultor in loco, né? Uhum, mas pra mim tá tá bom ainda tá ótimo, né? De 0 a 10 quanto? Nove. Tá falando em relação ao atendimento dos agentes do suporte? Como o senhor avalia o atendimento dos agentes? Vou botar oito assim também não tenho mais contato assim, entendeu? Faz tempo que eu não abro. Chamado. Ah, tá falando do comercial, O atendimento do executivo de vendas de vocês. É assim a princípio. É que foi recentemente, né? Ligações do Comercial Manaus aqui que teve, né? E tá programada uma visita, né? Do consultor deles virem mostrar ferramentas nova. Apresentar, né? Uhum. Mas de ultimamente. De dois anos para cá eu acho que não teve visita. Não do cliente. Então a senhora vai ali em quanto? De 0 a 10? Sete. Sete. Tá falando em relação aos custos e valores dos produtos contratados? Como o senhor avalia Vou dar oito, né? Eu sei que é um RP bem específico, né? Em termos de mais de obrigatoriedade das empresas, né? E o atendimento do administrativo financeiro referente a boletos e negociações, como o senhor avalia? Nossa, eles são bem esperto, né? Que mandam cobrança direto quando a gente atrasa dois, três dias. Então, um dia tão cedo, a comunicação pelo menos já tá informando que o boleto tá em atraso Ou não. Nove Então o senhor avalia enquanto nove ta a satisfação com a implantação do software? O senhor participou da implantação? Não, não participei. Aí eu já não posso, tá? Como senhora, não precisa avaliar. Então tá falando em relação ao sistema. Ele tá entregando o benefício que a empresa precisa. Entrega totalmente, parcialmente ou não entrega? Entrega A gente sempre tenta Procurar as melhoras, né? Porque assim o padrão TOTVS ele atende mais com uma empresa de alguns detalhes, né? Tem as partes de customização, mas tudo isso leva a custo, né? Mas em termos, atende a necessidade da empresa. Mesmo básico, como até um avançado mesmo. Então, totalmente ou parcialmente, totalmente. Ah, tá. Pra gente saber como foi a experiência do senhor com a atualização dos softwares, era dez também. Caso tenha atualizado é bom. Vou passar para uma agora, né? Devido esse tempo de expiração de registro, tá mudando, né? Eu não sei se esse prazo é curto ou é uma jogada da própria TOTVS mesmo para estar atualizando. Aí a gente acaba tendo uma uma versão estável e daqui a pouco já muda, né? E aí começa a aparecer tudo de novo. Problema que vem acontecendo, né? Eu vou dar oito, tá, tá Pra hoje. E pra gente finalizar, eu peço que a senhora paralisada dessa também. O atendimento realizado pela Totvs Amazonas, a unidade responsável por vocês. Amazonas, né? Não é o que tem minha carteira, né? É pra gente aqui, tá? Fotos Amazonas Vocês tem contato? Porque assim, a princípio, pelo menos aqui em Manaus, foi separado, né? É uma empresa, tem a Totvs Amazonas, né, que atende, mas não são eles que tem a nossa carteira, né? Uma outra empresa que faz parte das fotos, né? Não sei qual foi essa jogada que fizeram, entendeu? Mas enfim. Então não precisa, né? Ok. Tá bom. Só essas duas perguntas. Tá, o senhor tem algum comentário final, Mas algum ponto não. Tá tranquilo. Tá, senhor Rômulo, Esse acompanhamento ele ocorre num período de seis meses a um ano. Passando o período, retornaremos. O contato tá bom. Até uma ótima tarde e tchau, tchau. Obrigado Tchau. Tchau."
2966316.wav,"Alexandre. Bom dia! Bom dia, Beatriz. Eu falo com a senhora Suellen Marques. Isso. Senhora Suellen, eu gostaria de falar com a senhora. A senhora seria uma das responsáveis que utiliza o sistema, né? Na pele. O financeiro eu utilizo, a senhora seria bem rápida meu contato. Tá, eu falo da parte da experiência do cliente e eu gostaria de saber somente como que tá a experiência, a satisfação de vocês, tá? Esse acompanhamento ele é feito pelo método de NPS, Então a senhora avalia somente de 0A10A marca e alguns pontos específicos. Dura dois minutinhos. Tudo bem, ok, só confirmar no CNPJ da empresa zero cinco sete cinco oito seis três 1000 contra 98. Ok, correto. O email da senhora continua Suelen arroba net ponto br sim. Obrigada pela confirmação senhora Suelen. Iniciando então numa escala de 0 a 10, qual a probabilidade da senhora recomendar a TOTVS a um amigo, um colega? Hoje, na Visão a senhora tem nove? Tem algum comentário que gostaria de deixar sobre a nota? Então, essa nova versão ela ficou um pouco lenta. A nova versão e o layout um pouco diferente do outro para Eu falo pra vizualização, é um pouco confuso. Ficou muito azul, muito confuso para achar aqui o outro era melhor o layout. Para localizar as entradas, a baixa também, porque ele ficou muitos. Ah, eu não sei explicar assim de visualização. As escrito o escrito, o cinza mais forte, cinza, mais fraco. Não sei, algo não tá legal. Entendi o sistema, a visualização não ficou legal não e ficou um pouco assim, tudo junto, mas ficou meio confuso assim. Tá, eu tô colocando aqui, tá? Só não ficou. Legal. Algo mais? Não. Só isso. Tá, então pra gente aprofundar um pouquinho mais na melhoria, agora vou falar alguns pontos específicos e peço que a senhora avalie também somente de 0 a 10, caso tenha contato. Tá falando do suporte técnico? Como a senhora avalia agilidade nos processos do suporte e avaliação do suporte? Aline, você que usa mais? De 0 a 10. Oito. Tá falando dos atendimentos dos agentes, né? Os agentes, os analistas que lidam com vocês no suporte do. Agora a gente tá falando das pessoas Que isso que atende vocês sobre o pessoal. Oito Tá falando em relação ao comercial, o atendimento do executivo de vendas, como que a senhora avalia de 0 a 10? Executivo de vendas A gente não tem contato, não. Então não precisa avaliar. Tá falando em relação aos custos e valores dos produtos contratados, Como a senhora avalia? Desculpe, eu não entendi. Em relação aos custos e valores dos produtos contratados, como a senhora avalia? De 0 a 10, isso De 0 a 10. Alô? Sete. Sete. Tá falando em relação ao atendimento do financeiro referente a boletos? Negociações Vocês tem contato com a área? Não. A satisfação com a implantação do software. A senhora participou da implantação da implantação? Isso tá o sistema hoje, senhora Suelen? Ele entrega o benefício que vocês precisam. Entrega totalmente, parcialmente ou não entrega. O entrega. A gente fez tudo. Tudo, né? Entrega tudo. Como foi a experiência da senhora como usuária final com a atualização do software? Vocês já atualizaram? De 0 a 10, Como a senhora avalia esse novo? É, pode ser a versão mais recente de vocês. Eu avaliei os seis, tá? Para a gente finalizar, peço que a senhora avalie também de 0 a 10, atendimento realizado pela Totvs IP Campinas, a unidade responsável aí por vocês. Oito Faça suas perguntas a senhora Suelen, a senhora tem algum comentário final? Mais algum ponto sobre o layout mesmo? Visualização Tá, eu coloquei aqui, tá? Esse acompanhamento ele ocorre no período de seis meses a um ano. Passando o período, retornaremos o contato. Tudo bem? Agradeço então. Ótimo dia e bom trabalho. Tchau, Tchau. Igualmente obrigada."
